# B2-5 科技/互联网/数码
la inteligencia artificial|人工智能|n|科技|La inteligencia artificial está transformando muchos sectores.|人工智能正在改变许多行业。|la inteligencia artificial generativa
el algoritmo|算法|n|科技|El algoritmo recomienda vídeos según tus gustos.|算法根据你的喜好推荐视频。|el algoritmo de búsqueda|复数 los algoritmos
los datos masivos|大数据|n|科技|Las empresas analizan datos masivos para conocer a sus clientes.|企业分析大数据来了解客户。
cifrar|加密|v|科技|Es importante cifrar la información confidencial.|对机密信息加密很重要。|cifrar un mensaje
la ciberseguridad|网络安全|n|科技|La ciberseguridad es prioritaria para los bancos.|网络安全对银行来说是重中之重。
el hacker|黑客|n|科技|Un hacker accedió a la base de datos de la empresa.|一名黑客入侵了公司的数据库。||复数 los hackers
el dispositivo|设备|n|科技|Conecta el dispositivo a la red wifi.|把设备连接到无线网络。|el dispositivo móvil
la pantalla táctil|触摸屏|n|科技|La pantalla táctil no responde bien al frío.|天冷时触摸屏反应不灵。
el código fuente|源代码|n|科技|El código fuente de este programa es abierto.|这个程序的源代码是开放的。
la banda ancha|宽带|n|科技|La banda ancha de fibra es mucho más rápida.|光纤宽带快得多。
la aplicación móvil|手机应用|n|科技|Descargué una aplicación móvil para aprender idiomas.|我下载了一个学语言的应用。
actualizarse|更新自己；升级|v|科技|Tienes que actualizarse constantemente en el mundo tech.|在科技界你得不断更新自己。
el sistema operativo|操作系统|n|科技|Mi teléfono cambió de sistema operativo.|我手机的操作系统换了。
la red social|社交网络|n|科技|Pasaba horas en las redes sociales sin darse cuenta.|他不知不觉在社交网络上花了好几个小时。||复数 las redes sociales
el perfil|个人资料页；档案|n|科技|Actualicé mi perfil de la red social.|我更新了社交网络的个人资料。
la privacidad|隐私|n|科技|Hay que proteger la privacidad de los usuarios.|必须保护用户隐私。|proteger la privacidad
el archivo adjunto|附件|n|科技|No abras archivos adjuntos de desconocidos.|不要打开陌生人发来的附件。
el firewall|防火墙|n|科技|El firewall bloqueó el acceso no autorizado.|防火墙拦截了未授权的访问。||复数 los firewalls
el software|软件|n|科技|Instalaron un software nuevo en la oficina.|他们在办公室安装了新软件。
el hardware|硬件|n|科技|El hardware de este portátil es potente.|这台笔记本的硬件很强。
la innovación|创新|n|科技|La innovación es la clave del crecimiento.|创新是增长的关键。|la innovación tecnológica
patentar|申请专利|v|科技|La empresa patentó su nuevo invento.|公司为它的新发明申请了专利。
el invento|发明物|n|科技|Este invento facilitará la vida de millones.|这项发明将方便数百万人的生活。
el dron|无人机|n|科技|El dron grabó imágenes del paisaje.|无人机拍摄了风景画面。||复数 los drones
la realidad virtual|虚拟现实|n|科技|La realidad virtual permite visitar museos sin salir de casa.|虚拟现实让人不出家门就能参观博物馆。
la robótica|机器人学|n|科技|La robótica revolucionará la industria manufacturera.|机器人学将彻底改变制造业。
el robot|机器人|n|科技|El robot aspirador limpia la casa solo.|扫地机器人自己打扫房子。||复数 los robots
automatizar|使自动化|v|科技|Automatizaron toda la línea de producción.|他们把整条生产线自动化了。
digitalizar|数字化|v|科技|El gobierno quiere digitalizar todos los trámites.|政府想把所有手续数字化。
el soporte técnico|技术支持|n|科技|Llamé al soporte técnico para resolver el problema.|我打电话给技术支持解决问题。
el fallo|故障；失败|n|科技|El fallo del sistema dejó sin servicio a miles de usuarios.|系统故障导致数千用户无法使用服务。||复数 los fallos
hacer una copia de seguridad|备份|phr|科技|Haz una copia de seguridad antes de actualizar.|升级前先做个备份。
la pila|电池（小）;堆|n|科技|Las pilas se reciclan en el contenedor gris.|电池要回收到灰色回收箱。
recargable|可充电的|adj|科技|Compré unas pilas recargables.|我买了可充电电池。
el auricular|耳机|n|科技|Escucho música con auriculares inalámbricos.|我用无线耳机听音乐。||复数 los auriculares
inalámbrico|无线的|adj|科技|El ratón inalámbrico funciona con pilas.|无线鼠标用电池。
el teclado|键盘|n|科技|El teclado del ordenador está estropeado.|电脑键盘坏了。
el ratón|鼠标|n|科技|El cursor no se mueve: será el ratón.|光标不动：大概是鼠标的问题。||复数 los ratones
el cable|电缆；数据线|n|科技|Necesito un cable USB nuevo.|我需要一根新的 USB 线。||复数 los cables
conectar|连接|v|科技|No consigo conectar la impresora al portátil.|我没法把打印机连上笔记本。
desconectar|断开；拔掉|v|科技|Desconecta el cargador cuando esté al cien por cien.|充满电后拔掉充电器。
desinstalar|卸载|v|科技|Voy a desinstalar esta aplicación que no uso.|我要卸载这个不用的应用。
configurar|设置；配置|v|科技|Configuré el wifi en dos minutos.|我两分钟就设置好了无线网。
la configuración|设置；配置|n|科技|Revisa la configuración de privacidad.|检查一下隐私设置。
la impresora|打印机|n|科技|La impresora se quedó sin tinta.|打印机没墨了。
escanear|扫描|v|科技|Escanea el documento y envíamelo por correo.|把文件扫描后用邮件发给我。
el escáner|扫描仪|n|科技|El escáner de la biblioteca es gratuito.|图书馆的扫描仪是免费的。
la videollamada|视频通话|n|科技|Hicimos una videollamada de una hora.|我们视频通话了一个小时。
el mensaje de texto|短信|n|科技|Te mandé un mensaje de texto hace un rato.|我不久前给你发了条短信。
el emoji|表情符号|n|科技|Añadió un emoji de corazón al final del mensaje.|她在消息末尾加了一个爱心表情。||复数 los emojis
la notificación|通知|n|科技|Silencié todas las notificaciones del teléfono.|我把手机所有通知都静音了。||复数 las notificaciones
el modo avión|飞行模式|n|科技|Activa el modo avión durante el despegue.|起飞时打开飞行模式。
el GPS|定位系统|n|科技|El GPS nos llevó por el camino equivocado.|导航带我们走了错路。
