# B1 种子 2：抽象名词 / 连接词 / 高频词块
el acceso|进入；使用权|n|抽象|Tengo acceso al gimnasio.|我有健身房的使用权。|acceso a
el avance|进步；进展|n|抽象|El país logra grandes avances tecnológicos.|国家取得巨大技术进步。
la base|基础；基地|n|抽象|La base de un buen español es la práctica.|好西语的基础是练习。|a base de,con base en
el beneficio|好处；利润|n|抽象|Hacer deporte tiene muchos beneficios.|运动有很多好处。
la capacidad|能力|n|抽象|Tiene capacidad de resolver problemas.|他有解决问题的能力。|capacidad de/para
la causa|原因|n|抽象|La causa del retraso es el tráfico.|延误的原因是堵车。
el riesgo|风险|n|抽象|Invertir siempre tiene riesgos.|投资总有风险。|el riesgo es que
el concepto|概念|n|抽象|El concepto es difícil de entender.|这个概念很难理解。
la conciencia|意识；良知|n|抽象|La conciencia ecológica crece.|环保意识在增强。
el contexto|语境；背景|n|抽象|El significado depende del contexto.|词义取决于语境。
la cultura|文化|n|社会|Me interesa la cultura latinoamericana.|我对拉美文化感兴趣。
la demanda|需求；起诉|n|经济|La demanda de pisos baja.|住房需求下降。
el desarrollo|发展|n|抽象|El desarrollo sostenible es clave.|可持续发展是关键。
el derecho|权利；法律|n|抽象|Todos tienen derecho a la educación.|人人都有受教育的权利。|derecho a
la dificultad|困难|n|抽象|Tiene dificultad para dormir.|他入睡困难。
la etapa|阶段|n|时间|Es una etapa importante de mi vida.|这是我人生的重要阶段。
la evidencia|证据|n|抽象|No hay evidencia suficiente.|证据不足。
la función|功能|n|抽象|La función del corazón es bombear sangre.|心脏的功能是泵血。
el impacto|影响；冲击|n|抽象|El impacto ambiental es grave.|环境影响严重。
la intención|意图|n|思维|No tengo mala intención.|我没有恶意。|con la intención de
el límite|限度；界限|n|抽象|Hay un límite de dos maletas.|限带两件行李。|sin límites
el medio|方式；环境|n|抽象|El metro es el medio más rápido.|地铁是最快的方式。|por medio de,el medio ambiente
el movimiento|运动；动作|n|抽象|El movimiento slow food nace en Italia.|慢食运动诞生于意大利。
el objetivo|目标|n|抽象|Mi objetivo es hablar con fluidez.|我的目标是流利交流。
la oferta|供给；优惠|n|经济|La oferta y la demanda deciden el precio.|供需决定价格。
la opción|选择|n|抽象|No tengo otra opción.|我没有别的选择。
el papel|纸；角色|n|抽象|El papel de la mujer cambia en la sociedad.|女性的社会角色在改变。|desempeñar un papel
el punto|点；观点|n|抽象|Ese es un buen punto.|那是个好观点。|a punto de,por cierto
la realidad|现实|n|抽象|La realidad es otra.|现实是另一回事。
el recurso|资源|n|抽象|El agua es un recurso limitado.|水是有限的资源。
la relación|关系|n|抽象|La relación entre precio y calidad no siempre existe.|价格和质量的关系不总是存在。|en relación con
el resultado|结果|n|抽象|El resultado del examen sale el viernes.|考试结果周五出。
la seguridad|安全；确定|n|抽象|Viajo con seguridad en ese país.|我在那个国家旅行很安全。
el sentido|感觉；意义|n|抽象|El texto tiene doble sentido.|这篇文章有双重含义。|en sentido figurado
la solución|解决办法|n|抽象|Buscamos una solución al conflicto.|我们寻找冲突的解决方案。|solución a
el tema|主题；话题|n|抽象|El tema de hoy es la inteligencia artificial.|今天的主题是人工智能。
el valor|价值；价值观|n|抽象|El tiempo tiene gran valor.|时间很宝贵。
la ventaja|优势|n|抽象|Hablar chino es una ventaja laboral.|会中文是职场优势。
el efecto|效果；影响|n|抽象|El medicamento hace efecto rápido.|药物见效快。|en efecto
el esfuerzo|努力|n|抽象|Con esfuerzo todo es posible.|努力则万事皆可能。|hacer un esfuerzo
el entorno|环境|n|抽象|Vivo en un entorno tranquilo.|我住在安静的环境里。
el estilo|风格|n|抽象|Cada escritor tiene su estilo.|每个作家都有自己的风格。
la imagen|图像；形象|n|抽象|La empresa cuida su imagen.|公司注重形象。
la información|信息|n|抽象|La información es poder.|信息就是力量。
la herramienta|工具|n|抽象|El diccionario es una herramienta básica.|词典是基本工具。
la medida|措施；尺寸|n|抽象|Toman medidas contra la contaminación.|他们采取措施对抗污染。|tomar medidas
la meta|目标；终点|n|抽象|Llega a la meta en primer lugar.|她第一个到达终点。
el motivo|动机；原因|n|抽象|El motivo del viaje es el trabajo.|此行的原因是工作。|a motivos de
el proceso|过程；流程|n|抽象|El proceso de aprendizaje toma tiempo.|学习过程需要时间。
el progreso|进步|n|抽象|Hace progresos enormes en español.|他西语进步巨大。
