# B2 种子 3：形容词 / 副词（按频率降序）
crucial|关键的|adj|抽象|Este es un momento crucial.|这是关键时刻。
esencial|本质的|adj|抽象|El descanso es esencial para aprender.|休息对学习至关重要。
estricto|严格的|adj|社会|El profesor es estricto pero justo.|老师严格但公正。
hábil|灵巧的|adj|思维|Es hábil con las herramientas.|他手很巧。
atento|体贴的|adj|社会|Es muy atento con los invitados.|他对客人很体贴。
respetuoso|恭敬的|adj|社会|Es respetuoso con los mayores.|他尊敬长辈。|respetuoso con
alérgico|过敏的|adj|健康|Soy alérgico al polen.|我对花粉过敏。|alérgico a
accesible|可接近的；易懂的|adj|抽象|El libro es accesible para principiantes.|这本书对初学者很好懂。
creíble|可信的|adj|抽象|Su excusa no es creíble.|他的借口不可信。
confuso|令人困惑的|adj|抽象|El mensaje es confuso.|这条消息令人困惑。
escaso|稀缺的|adj|数量|El agua es escasa en la zona.|该地区缺水。
caótico|混乱的|adj|抽象|El tráfico es caótico en hora punta.|高峰期交通混乱。
genuino|真正的|adj|抽象|Muestra un interés genuino.|他表现出真正的兴趣。
novedoso|新颖的|adj|抽象|Usa un método novedoso.|他用新颖的方法。
prometedor|有前途的|adj|抽象|Es un tenista prometedor.|他是个有前途的网球运动员。
próspero|繁荣的|adj|经济|Viven en un barrio próspero.|他们住在富裕街区。
vulnerable|脆弱的|adj|抽象|La costa es vulnerable a tormentas.|海岸易受风暴侵袭。|vulnerable a
transparente|透明的|adj|抽象|Exige un proceso transparente.|他要求透明的流程。
persuasivo|有说服力的|adj|思维|Da un discurso persuasivo.|他发表有说服力的演讲。
conciso|简洁的|adj|抽象|Da una respuesta concisa.|他给出简洁的回答。
redundante|冗余的|adj|抽象|El texto es redundante.|文章冗长啰嗦。
coherente|连贯的|adj|抽象|Su argumento es coherente.|他的论点连贯。
pertinente|相关的|adj|抽象|Esa pregunta no es pertinente.|那个问题不相关。
formidable|了不起的|adj|抽象|Es un jugador formidable.|他是了不起的球员。
tremendo|巨大的；厉害的|adj|抽象|Hace un ruido tremendo.|噪音巨大。
asombroso|惊人的|adj|抽象|Es un talento asombroso.|他的才华惊人。
exquisito|精致的|adj|日常|Prepara un postre exquisito.|她做了精致的甜点。
espléndido|华丽的；极好的|adj|抽象|Disfrutamos de un día espléndido.|我们享受了极好的一天。
gratificante|令人满足的|adj|情感|Enseñar es muy gratificante.|教书非常令人满足。
sutil|微妙的|adj|抽象|Hay una diferencia sutil entre ambos.|两者有微妙差别。
tenaz|顽强的|adj|思维|Es una luchadora tenaz.|她是顽强的斗士。
terco|倔强的|adj|思维|Es terco como una mula.|他倔得像头骡子。
obstinado|固执的|adj|思维|Es obstinado con sus ideas.|他固执己见。
