# A2 种子 2：名词分主题（工作/通讯/购物/旅行/城市/家居/情感/自然）
la empresa|公司|n|工作|Trabajo en una empresa grande.|我在一家大公司工作。
el sueldo|工资|n|工作|Suben el sueldo en enero.|一月涨工资。
el jefe|上司|n|工作|Mi jefe es muy exigente.|我上司要求很高。
el empleado|员工|n|工作|El empleado lleva diez años aquí.|这名员工在这里干了十年。
el cliente|客户|n|工作|El cliente siempre tiene razón.|客户永远是对的。
la reunión|会议|n|工作|La reunión es a las diez.|会议十点开。
el contrato|合同|n|工作|Firman el contrato hoy.|他们今天签合同。
la entrevista|面试；采访|n|工作|Tengo una entrevista de trabajo.|我有一个工作面试。
la experiencia|经验；经历|n|工作|Tiene experiencia en ventas.|他有销售经验。
la formación|培训；教育|n|工作|La formación es obligatoria.|培训是必须参加的。
el horario|时间表|n|工作|El horario es de nueve a cinco.|工作时间九点到五点。
el turno|轮班|n|工作|Trabajo en el turno de noche.|我上夜班。
las vacaciones|假期|n|工作|Cojo las vacaciones en agosto.|我八月休假。||las vacaciones
el colega|同事|n|工作|Salgo a comer con mis colegas.|我和同事出去吃饭。
la tarea|作业；任务|n|学习|Hago la tarea después de clase.|我课后做作业。
el proyecto|项目|n|工作|El proyecto termina en junio.|项目六月结束。
el informe|报告|n|工作|Escribo un informe cada mes.|我每月写一份报告。
el mensaje|消息；短信|n|通讯|Te mando un mensaje después.|我稍后给你发消息。
el correo electrónico|电子邮件|n|通讯|Mándame el correo electrónico, por favor.|请把邮件发给我。
la llamada|通话|n|通讯|Recibo una llamada del banco.|我接到银行的电话。
la batería|电池|n|科技|La batería del móvil está muerta.|手机没电了。
el cargador|充电器|n|科技|¿Me dejas tu cargador?|能借我你的充电器吗？
la contraseña|密码|n|科技|No recuerdo mi contraseña.|我不记得密码了。
el usuario|用户|n|科技|El usuario es su correo.|用户名就是你的邮箱。
la aplicación|应用|n|科技|Descargo la aplicación gratis.|我免费下载了这个应用。
el archivo|文件|n|科技|El archivo es muy pesado.|这个文件很大。
la red|网络|n|科技|La red del hotel es lenta.|酒店的网很慢。
la talla|尺码|n|购物|¿Qué talla busca?|您找什么尺码？
la rebaja|降价；折扣品|n|购物|Compro zapatos en las rebajas.|我在打折时买鞋。
el descuento|折扣|n|购物|Hacen descuento a estudiantes.|学生有折扣。
la factura|发票|n|购物|¿Me da la factura?|能给我发票吗？
el recibo|收据|n|购物|Guardo el recibo de la compra.|我保留购物收据。
la caja|收银台|n|购物|Pague en la caja, por favor.|请到收银台付款。
el vendedor|售货员|n|购物|El vendedor es muy atento.|售货员很周到。
la marca|品牌|n|购物|Prefiero esta marca.|我更喜欢这个牌子。
el producto|产品|n|购物|El producto es de buena calidad.|这个产品质量好。
la calidad|质量|n|购物|La calidad es excelente.|质量非常好。
la reserva|预订|n|旅行|Hago la reserva por internet.|我在网上预订。
el equipaje|行李|n|旅行|Mi equipaje pesa mucho.|我的行李很重。
la maleta|行李箱|n|旅行|Pongo la maleta en la cama.|我把箱子放在床上。
el pasaporte|护照|n|旅行|Necesito el pasaporte para viajar.|我旅行需要护照。
la aduana|海关|n|旅行|Pasan la aduana sin problemas.|他们顺利过了海关。
la llegada|到达|n|旅行|La llegada del vuelo es a las tres.|航班三点到达。
la salida|出发；出口|n|旅行|La salida del tren es a las ocho.|火车八点出发。
el retraso|延误|n|旅行|El vuelo tiene dos horas de retraso.|航班延误两小时。
el asiento|座位|n|旅行|Mi asiento es junto a la ventana.|我的座位靠窗。
el vuelo|航班|n|旅行|El vuelo a Madrid sale ya.|飞马德里的航班就要起飞了。
el destino|目的地|n|旅行|El destino final es Barcelona.|最终目的地是巴塞罗那。
la entrada|门票；入口|n|娱乐|La entrada cuesta quince euros.|门票十五欧元。
el extranjero|外国|n|旅行|Vivir en el extranjero es difícil.|在国外生活不容易。
la visita guiada|导览|n|旅行|La visita guiada empieza a las once.|导览十一点开始。
el barrio|街区|n|城市|Vivo en un barrio tranquilo.|我住在一个安静的街区。
la esquina|街角|n|城市|La farmacia está en la esquina.|药店在街角。
el semáforo|红绿灯|n|城市|Gira a la derecha en el semáforo.|到红绿灯右转。
la autopista|高速公路|n|交通|La autopista tiene mucho tráfico.|高速上堵车。
la carretera|公路|n|交通|La carretera de la montaña es estrecha.|山路很窄。
el edificio|建筑物|n|城市|El edificio es muy moderno.|这栋建筑很现代。
la biblioteca|图书馆|n|学习|Estudio en la biblioteca.|我在图书馆学习。
la piscina|游泳池|n|娱乐|La piscina abre en verano.|游泳池夏天开放。
el gimnasio|健身房|n|运动|Voy al gimnasio tres veces por semana.|我一周去三次健身房。
el estadio|体育场|n|运动|El estadio está lleno.|体育场座无虚席。
la nevera|冰箱|n|家居|Pongo la leche en la nevera.|我把牛奶放进冰箱。
la cocina|厨房；烹饪|n|家居|La cocina es mi lugar favorito.|厨房是我最喜欢的地方。
el horno|烤箱|n|家居|Caliento el pan en el horno.|我用烤箱热面包。
la lavadora|洗衣机|n|家居|La lavadora no se para.|洗衣机停不下来。
el balcón|阳台|n|家居|Tomo el sol en el balcón.|我在阳台晒太阳。
el jardín|花园|n|家居|El jardín tiene muchas flores.|花园里有很多花。
la basura|垃圾|n|家居|Saca la basura, por favor.|麻烦把垃圾拿出去。
la toalla|毛巾|n|家居|Necesito una toalla limpia.|我需要一条干净毛巾。
el jabón|肥皂|n|家居|Compra jabón para las manos.|买块洗手皂。
la almohada|枕头|n|家居|La almohada es demasiado alta.|这个枕头太高了。
la manta|毯子|n|家居|Hace frío, trae una manta.|天冷，拿条毯子来。
la cortina|窗帘|n|家居|Cierra la cortina, entra luz.|拉上窗帘，光太刺眼。
el espejo|镜子|n|家居|Se mira en el espejo.|她照镜子。
el lavabo|洗手池|n|家居|El lavabo está atascado.|洗手池堵了。
la esperanza|希望|n|情感|Tengo esperanza de volver pronto.|我希望很快回去。
la alegría|开心|n|情感|Su llamada me da mucha alegría.|她的电话让我很开心。
la tristeza|悲伤|n|情感|Siento mucha tristeza por él.|我为他感到难过。
la sorpresa|惊讶；惊喜|n|情感|¡Qué sorpresa verte aquí!|在这儿见到你真是意外！
la vergüenza|羞愧|n|情感|Siento vergüenza de mi error.|我为自己的错误感到羞愧。
el orgullo|骄傲|n|情感|Su hijo es su orgullo.|儿子是她的骄傲。
el humor|心情；幽默|n|情感|Hoy tengo buen humor.|今天我心情好。
la personalidad|个性|n|人物|Tiene una personalidad abierta.|她性格外向。
el carácter|性格|n|人物|Mi hermano tiene buen carácter.|我哥哥脾气很好。
la confianza|信任；信心|n|情感|Tengo confianza en ti.|我信任你。
la mentira|谎言|n|道德|No soporto las mentiras.|我受不了谎言。
la verdad|真相|n|道德|Dime la verdad, por favor.|请告诉我真相。
el secreto|秘密|n|道德|Es un secreto entre nosotros.|这是你我之间的秘密。
la promesa|承诺|n|道德|Cumplo mi promesa.|我履行承诺。
el error|错误|n|道德|Cometo un error en el examen.|我在考试中犯了个错。
la suerte|运气|n|生活|¡Qué suerte tienes!|你运气真好！
el éxito|成功|n|事业|La fiesta es un éxito.|派对非常成功。
la oportunidad|机会|n|事业|Es una oportunidad única.|这是个独特的机会。
la costumbre|习惯|n|生活|Es costumbre comer tarde en España.|在西班牙吃饭晚是习惯。
el hábito|习惯（个人）|n|生活|Tengo el hábito de leer antes de dormir.|我有睡前阅读的习惯。
la decisión|决定|n|思维|Tomo una decisión importante.|我做了个重要决定。
la idea|主意|n|思维|Tengo una idea mejor.|我有个更好的主意。
la opinión|看法|n|思维|En mi opinión, es muy caro.|在我看来，这太贵了。
el consejo|建议|n|思维|Dame un consejo, por favor.|请给我一个建议。
la noticia|消息；新闻|n|媒体|Tengo una noticia buena.|我有个好消息。
el aviso|通知；提醒|n|媒体|Hay un aviso en la puerta.|门上有个通知。
el anuncio|广告；公告|n|媒体|El anuncio del metro es gracioso.|地铁广告很有趣。
el bosque|森林|n|自然|Paseamos por el bosque.|我们在森林里散步。
el río|河|n|自然|El río pasa por la ciudad.|这条河穿过城市。
el lago|湖|n|自然|El lago está congelado.|湖面结冰了。
la isla|岛|n|自然|La isla es un paraíso.|这座岛是天堂。
el desierto|沙漠|n|自然|El desierto de Atacama es enorme.|阿塔卡马沙漠一望无际。
la luna|月亮|n|自然|La luna brilla esta noche.|今晚月光明亮。
la estrella|星星|n|自然|Vemos las estrellas desde la playa.|我们在海滩上看星星。
la tierra|土地；地球|n|自然|La tierra está seca.|土地很干。
el aire|空气|n|自然|El aire de la montaña es puro.|山里的空气很纯净。
el fuego|火|n|自然|Hacen fuego para cocinar.|他们生火做饭。
el viento|风|n|天气|El viento mueve las cortinas.|风吹动窗帘。
la nube|云|n|天气|No hay ni una nube.|天上连一朵云都没有。
la tormenta|暴风雨|n|天气|La tormenta llega por la noche.|暴风雨夜里来临。
la temperatura|温度|n|天气|La temperatura baja a diez grados.|气温降到十度。
el clima|气候|n|天气|El clima de aquí es suave.|这里的气候温和。
la primavera|春天|n|季节|En primavera florecen los árboles.|春天树都开花了。
el verano|夏天|n|季节|El verano aquí es muy seco.|这里的夏天很干燥。
el otoño|秋天|n|季节|En otoño caen las hojas.|秋天树叶落下。
el invierno|冬天|n|季节|El invierno es largo y frío.|冬天漫长而寒冷。
el perro|狗|n|动物|El perro corre por la playa.|狗在沙滩上跑。
el gato|猫|n|动物|El gato duerme al sol.|猫在太阳下睡觉。
el pájaro|鸟|n|动物|El pájaro canta por la mañana.|鸟儿清晨歌唱。
el caballo|马|n|动物|Monto a caballo en el campo.|我在乡间骑马。
el pez|鱼（活物）|n|动物|Hay un pez azul en la pecera.|鱼缸里有一条蓝鱼。
el animal|动物|n|动物|El perro es un animal leal.|狗是忠诚的动物。
el vecino|邻居|n|人物|Mi vecino siempre saluda.|我邻居总打招呼。
el compañero|同伴|n|人物|Mi compañero de clase es cubano.|我的同学是古巴人。
la pareja|伴侣；一对|n|人物|Son una pareja muy simpática.|他们是一对很友善的伴侣。
los parientes|亲戚|n|家庭|Mis parientes viven en el sur.|我的亲戚住在南方。||los parientes
la boda|婚礼|n|家庭|La boda es en septiembre.|婚礼在九月举行。
el cumpleaños|生日|n|家庭|Mi cumpleaños es en marzo.|我的生日在三月。
la fiesta|派对；节日|n|娱乐|La fiesta empieza a las nueve.|派对九点开始。
la invitación|邀请|n|社交|Gracias por la invitación.|谢谢你的邀请。
el invitado|客人|n|社交|Los invitados llegan a las ocho.|客人们八点到。
la tarjeta de crédito|信用卡|n|金钱|Pago con la tarjeta de crédito.|我用信用卡付款。
la moneda|硬币；货币|n|金钱|El euro es la moneda de España.|欧元是西班牙的货币。
el cambio|零钱；兑换|n|金钱|Guarda el cambio.|零钱不用找了。
el cajero|取款机|n|金钱|Saco dinero del cajero.|我从取款机取钱。
el ruido|噪音|n|生活|El ruido de la calle no me deja dormir.|街上的噪音让我睡不着。
el silencio|安静|n|生活|El silencio de la noche es total.|夜晚一片寂静。
la canción|歌曲|n|娱乐|Esta canción es muy popular.|这首歌很流行。
la música|音乐|n|娱乐|Escucho música mientras cocino.|我边做饭边听音乐。
la película|电影|n|娱乐|La película dura dos horas.|这部电影两小时。
el programa|节目；计划|n|媒体|Mi programa favorito es este.|这是我最喜欢的节目。
el periódico|报纸|n|媒体|Leo el periódico cada mañana.|我每天早晨看报。
la revista|杂志|n|媒体|Compro una revista para el vuelo.|我买了本杂志路上看。
el artículo|文章；商品|n|媒体|Escribo un artículo para la revista.|我为杂志写了篇文章。
la novela|小说|n|阅读|Esta novela es un clásico.|这部小说是经典。
el cuento|故事|n|阅读|Los cuentos de mi infancia son inolvidables.|我童年的故事难以忘怀。
el concierto|演唱会|n|娱乐|Las entradas del concierto se agotan.|演唱会门票售罄。
la exposición|展览|n|娱乐|La exposición de fotos es gratis.|摄影展免费。
