# B2-23 收官：工具/食材香料/抽象名词
el martillo|锤子|n|工具|Golpeó el clavo con el martillo.|他用锤子把钉子敲进去。||复数 los martillos
el clavo|钉子|n|工具|El clavo sobresale del tablón.|钉子从木板里凸出来。||复数 los clavos
el tornillo|螺丝|n|工具|Aprieta el tornillo de la bisagra.|把铰链上的螺丝拧紧。||复数 los tornillos
la tuerca|螺母|n|工具|La tuerca se aflojó con la vibración.|震动把螺母震松了。||复数 las tuercas
el destornillador|螺丝刀|n|工具|Necesito un destornillador de estrella.|我要一把十字螺丝刀。||复数 los destornilladores
el taladro|电钻|n|工具|El taladro perforó la pared en segundos.|电钻几秒就打穿了墙。||复数 los taladros
la sierra|锯子|n|工具|Cortó la tabla con la sierra de mano.|他用手工锯锯开了板子。
la lija|砂纸|n|工具|Lija la madera antes de barnizar.|上漆前先把木头打磨。||复数 las lijas
el rodillo de pintura|漆刷滚筒|n|工具|El rodillo de pintura cubre más rápido.|滚筒刷墙更快。
la escalera de mano|人字梯|n|工具|Subió a la escalera de mano para cambiar la bombilla.|他爬上梯子换灯泡。
la espátula|刮刀|n|工具|Rasgó la pintura vieja con la espátula.|他用刮刀铲掉旧漆。||复数 las espátulas
la masilla|腻子|n|工具|Tapó la grieta con masilla.|他用腻子填了裂缝。
la cinta métrica|卷尺|n|工具|Midió la sala con la cinta métrica.|他用卷尺量了客厅。
el nivel de burbuja|水平尺|n|工具|Comprueba el nivel de burbuja antes de colgarlo.|挂之前用水平尺校一下。
la llave de paso|总阀|n|工具|Cierra la llave de paso si hay fuga.|漏水就关总阀。
la fuga de agua|漏水|n|工具|La fuga de agua dañó el techo del vecino.|漏水泡坏了楼下天花板。
la bomba de agua|水泵|n|工具|La bomba de agua del sótano se quemó.|地下室的水泵烧了。
la caldera|锅炉|n|工具|La caldera se apaga sola por seguridad.|锅炉出于安全自动熄火。||复数 las calderas
el termostato|恒温器|n|工具|Puso el termostato en veintiún grados.|她把恒温器调到二十一度。||复数 los termostatos
el aire acondicionado|空调|n|工具|El aire acondicionado enfría todo el piso.|这台空调能凉透全屋。
el lavavajillas|洗碗机|n|工具|El lavavajillas va con pastilla ecológica.|洗碗机用环保洗碗块。
la campana extractora|抽油烟机|n|工具|Enciende la campana extractora al freír.|炒菜记得开油烟机。
la cinta adhesiva|胶带|n|工具|Sella la caja con cinta adhesiva.|用胶带封箱。
el pegamento|胶水|n|工具|Pegó el póster con pegamento de barra.|她用固体胶贴海报。
la chincheta|图钉|n|工具|Clavó la chincheta en el corcho.|她把图钉摁进软木板。||复数 las chinchetas
el clip|回形针|n|工具|Sujeta los billetes con un clip.|用回形针把票据别好。||复数 los clips
la grapadora|订书机|n|工具|La grapadora se quedó sin grapa.|订书机没钉了。
el rotulador|记号笔|n|工具|Escribe la fecha con rotulador permanente.|用永久记号笔写日期。||复数 los rotuladores
la goma de borrar|橡皮|n|工具|Presta la goma de borrar al de al lado.|把橡皮借给旁边的同学。
la regla graduada|直尺|n|工具|Traza la línea con la regla graduada.|用直尺画线。
el compás|圆规|n|工具|Dibujó la circunferencia con compás.|他用圆规画了圆。
el puerro|韭葱|n|食材|El puerro da dulzor a la sopa.|韭葱给汤添甜味。||复数 los puerros
el calabacín|西葫芦|n|食材|Ralló el calabacín para la tortilla.|她把西葫芦擦丝做饼。||复数 los calabacines
la berenjena|茄子|n|食材|La berenjena asada se pela fácil.|烤茄子很好剥皮。||复数 las berenjenas
la espinaca|菠菜|n|食材|Las espinacas salteadas con ajito están ricas.|蒜炒菠菜很香。
la acelga|牛皮菜|n|食材|La acelga se cultiva todo el invierno.|牛皮菜整个冬天都能种。
el brócoli|西兰花|n|食材|El brócoli al vapor conserva el verde.|蒸西兰花保持翠绿。
la coliflor|花菜|n|食材|La coliflor gratinada triunfa en casa.|焗花菜在家总被抢光。
la col|卷心菜|n|食材|La col rellena es plato de invierno.|卷心菜卷是冬令菜。
la endivia|菊苣|n|食材|La endivia se sirve con roquefort.|菊苣配洛克福奶酪吃。
el rábano|小萝卜|n|食材|Los rábanos con sal y pan, merienda perfecta.|小萝卜配盐和面包，完美点心。||复数 los rábanos
el nabo|芜菁|n|食材|El nabo se usa en el cocido gallego.|加利西亚炖菜里放芜菁。||复数 los nabos
el boniato|红薯|n|食材|El boniato asado endulza solo.|烤红薯自带甜。
el apio|芹菜|n|食材|El apio da frescor a la ensalada.|芹菜给沙拉添爽脆。
