# A2 种子 1：高频动词（按频率降序）
volver|返回；回来|v|移动|Vuelvo a casa a las seis.|我六点回家。|volver a
recibir|收到；接待|v|社交|Recibo un correo de mi jefe.|我收到老板的邮件。|recibir a alguien
enviar|发送|v|通讯|Te envío el archivo por correo.|我把文件用邮件发给你。
mandar|派；发送|v|通讯|Mándame un mensaje cuando llegues.|你到了给我发消息。|mandar saludos
aceptar|接受|v|决策|Acepto tu invitación.|我接受你的邀请。
rechazar|拒绝|v|决策|Rechazan la propuesta.|他们拒绝了提议。
compartir|分享；合用|v|社交|Comparto el piso con un amigo.|我和朋友合租。
prestar|借出|v|社交|¿Me prestas tu bolígrafo?|能借我你的圆珠笔吗？|prestar atención
devolver|归还；退回|v|社交|Devuelvo el libro a la biblioteca.|我把书还给图书馆。
ahorrar|节省；存钱|v|金钱|Ahorro cien euros cada mes.|我每月存一百欧元。
gastar|花费（钱）|v|金钱|Gasto mucho en restaurantes.|我在餐厅上花很多钱。
ganar|赚；赢得|v|金钱|Gana dos mil euros al mes.|他每月赚两千欧元。
cobrar|收费；收钱|v|金钱|¿Cuánto cobran por la entrega?|配送费收多少？
firmar|签字|v|手续|Firma aquí, por favor.|请在这里签名。
llenar|填满；填写|v|手续|Llena este formulario.|填一下这张表。
funcionar|运转；有效|v|科技|El wifi no funciona.|无线网坏了。
durar|持续|v|时间|La reunión dura dos horas.|会议持续两个小时。
costar|花费（钱）|v|购物|¿Cuánto cuesta la entrada?|门票多少钱？
valer|价值；值|v|购物|Este reloj vale mucho.|这块表很值钱。
pesar|重……；称重|v|描述|La maleta pesa veinte kilos.|行李箱重二十公斤。
medir|测量；长……|v|描述|El pasillo mide cinco metros.|走廊长五米。
contar|数；讲述|v|交流|Me cuenta su viaje.|她跟我讲她的旅行。|contar con
conseguir|获得；搞到|v|成就|Consigo entradas para el concierto.|我搞到了演唱会门票。
lograr|实现；达成|v|成就|Logro terminar el proyecto.|我完成了项目。
permitir|允许|v|许可|No permiten fotos aquí.|这里不允许拍照。
prohibir|禁止|v|许可|Prohíben fumar en el bar.|酒吧里禁止吸烟。
evitar|避免|v|行为|Evito el tráfico saliendo temprano.|我早出门避开堵车。
resolver|解决|v|问题|Resolvemos el problema juntos.|我们一起解决问题。
mejorar|改善|v|变化|Mi español mejora cada día.|我的西语每天都在进步。
empeorar|恶化|v|变化|El tiempo empeora mañana.|明天天气变糟。
