# B2-16 高级动词补充
conservar|保存；保持|v|动词|Conserve el ticket durante el viaje.|旅途中请保留车票。
preservar|保护；维护|v|动词|Preservar la lengua es preservar memoria.|保护语言就是守护记忆。
deshacer|拆除；解开；撤销|v|动词|Deshizo el nudo con paciencia.|他耐心解开了绳结。
rehacer|重做|v|动词|Rehízo el informe con datos nuevos.|他用新数据重写了报告。
descomponer|分解；弄坏|v|动词|El agua se descompone en hidrógeno y oxígeno.|水分解成氢和氧。
desviar|使偏移；改道|v|动词|Desviaron el vuelo a valencia por tormenta.|航班因雷雨备降瓦伦西亚。
torcer|拧；使弯曲；扭伤|v|动词|Torció el papel y lo tiró a la papelera.|他把纸揉成一团扔进纸篓。
doblar|折叠；拐弯|v|动词|Dobla la calle y verás la farmacia.|拐过街角就能看到药店。
plegar|折叠（书面）|v|动词|Plegó la carta en tres partes.|她把信折成三折。
desenvolver|拆开；发挥|v|动词|Desenvolvió el paquete con curiosidad.|她好奇地拆开包裹。
desenredar|解开；理清|v|动词|Desenredó el hilo con ayuda del alfiler.|他用别针把线解开了。
atar|绑；系|v|动词|Ata las cajas con cuerda fuerte.|用结实的绳子把箱子捆上。
desatar|解开；引发|v|动词|Desató una polémica con sus palabras.|他的话引发了一场争论。
amarrar|系牢|v|动词|Amarra el barco al pantalán.|把船系牢在浮码头上。
colgar|挂；悬挂|v|动词|Colgó las fotos en la pared del salón.|她把照片挂在客厅墙上。
colarse|溜进；混进来|v|动词|Se coló en el concierto sin entrada.|他没票混进了演唱会。
escabullirse|悄悄溜走|v|动词|Se escabulló sin despedirse de nadie.|他没和任何人告别就溜了。
deslizarse|滑行；潜行|v|动词|Se deslizó por el pasillo sin hacer ruido.|他悄无声息地溜过走廊。
resbalar|打滑；滑倒|v|动词|Resbaló en el suelo mojado del baño.|他在卫生间湿地上滑了一跤。
tropezar|绊倒；碰见|v|动词|Tropezó con el escalón y cayó de bruces.|他绊在台阶上扑倒在地。
tambalearse|摇晃；踉跄|v|动词|El edificio se tambaleó con el seísmo.|地震中大楼摇晃起来。
cojear|跛行；瘸|v|动词|Cojea del pie derecho desde el accidente.|事故后他右腿就瘸了。
zurcir|织补|v|动词|Le zurció el agujero del jersey.|她把毛衣的洞织补好了。
tallar|雕刻|v|动词|Talla figuras de madera de olivo.|他雕刻橄榄木小人。
esculpir|雕塑|v|动词|Esculpieron el mármol con maestría.|他们以高超技艺雕刻大理石。
fundir|熔化；融合|v|动词|Fundieron el metal a mil grados.|他们把金属加热到一千度熔化。
forjar|锻造；铸就|v|动词|Los años de gira forjaron al grupo.|巡演岁月铸就了这支乐队。
pulir|抛光；润色|v|动词|Pulió el texto durante semanas.|他把文稿润色了几周。
afilar|磨快|v|动词|Afila el cuchillo antes de cortar el pan.|切面包前先把刀磨快。
agrietarse|开裂|v|动词|El suelo se agrietó por la sequía.|土地因干旱裂开了。
derretirse|融化；被萌化|v|动词|El helado se derrite a pleno sol.|冰淇淋在太阳下化了。
congelar|冷冻；冻结|v|动词|Congeló las sobras para la semana.|她把剩菜冷冻留给下周。
descongelar|解冻|v|动词|Saca la carne del congelador para descongelarla.|把肉从冷冻室拿出来解冻。
saltear|快炒|v|动词|Saltea las verduras a fuego fuerte.|大火快炒蔬菜。
sofreír|煸；煎上色|v|动词|Sofríe el ajo antes de echar el tomate.|下番茄前先把蒜煸香。
marinar|腌制|v|动词|Marina el pescado en limón una hora.|用柠檬腌鱼一小时。
aliñar|调味；拌（沙拉）|v|动词|Aliña la ensalada con aceite y vinagre.|用油醋汁拌沙拉。
sazonar|加调料|v|动词|Sazona la sopa al final de la cocción.|出锅前再给汤调味。
emplatar|装盘|v|动词|Emplata el plato con un toque de perejil.|最后点缀欧芹装盘。
degustar|品味|v|动词|Degustamos quesos de toda la región.|我们品鉴了全区的奶酪。
masticar|咀嚼|v|动词|Mastica despacio para hacer bien la digestión.|细嚼慢咽好消化。
tragar|吞咽；忍受|v|动词|No puedo tragarme esa excusa.|那种借口我咽不下去。
digerir|消化|v|动词|La fritanga no la digiero bien.|油炸的东西我消化不动。
legar|遗赠；留给|v|动词|Legó su biblioteca a la universidad.|他把藏书赠给了大学。
arrendar|租（书面）|v|动词|Arrendaron el local por cinco años.|他们把店面租了五年。
subastar|拍卖|v|动词|Subastarán la colección de relojes.|那批钟表藏品将拍卖。
pujar|出价；竞标|v|动词|Pujó hasta el límite de su bolsillo.|他一直加价到自己的上限。
especular|投机；猜测|v|动词|Especularon con el precio de la vivienda.|他们炒房投机。
derrochar|挥霍|v|动词|Derrocha talento en proyectos menores.|他把才华浪费在小项目上。
acumular|积累|v|动词|Acumuló experiencia en tres continentes.|他在三大洲积累了经验。
amontonar|堆放|v|动词|Amontonó las sillas en el garaje.|他把椅子堆在车库里。
apilar|码放|v|动词|Apila los libros por colores.|她按颜色码书。
asignar|分配；指派|v|动词|Le asignaron el turno de noche.|给他排了夜班。
delegar|授权；委托|v|动词|Un buen jefe sabe delegar tareas.|好领导懂得放权。
supervisar|监督|v|动词|Supervisa las obras de la ampliación.|他监督扩建工程。
inspeccionar|检查；视察|v|动词|Inspeccionaron el túnel palmo a palmo.|他们一段段检查了隧道。
insinuar|暗示|v|动词|Insinuó que habría cambios pronto.|他暗示很快会有变动。
corroborar|佐证|v|动词|Dos testigos corroboraron su versión.|两名证人佐证了他的说法。
atropellar|碾压；撞倒|v|动词|Un coche atropelló a un ciclista en el cruce.|路口一辆车撞倒了骑行者。
acosar|骚扰；围攻|v|动词|Acosada en redes, borró sus cuentas.|不堪网暴，她注销了账号。
hostigar|不断骚扰|v|动词|El jefe hostiga al equipo con cambios constantes.|他用不断的变化折腾团队。
agredir|袭击|v|动词|Agredió al árbitro tras el pitido final.|终场哨后他袭击了裁判。
asaltar|突袭；抢劫|v|动词|Asaltaron la joyería de madrugada.|凌晨他们抢了珠宝店。
saquear|洗劫|v|动词|Saquearon los almacenes durante el apagón.|停电期间仓库遭洗劫。
hurtar|偷窃（委婉）|v|动词|Le hurtaron la cartera en el metro.|他在地铁里被摸了钱包。
sustraer|窃取（书面）|v|动词|Sustrajo fondos de la caja común.|他从公款里窃取了资金。
secuestrar|绑架|v|动词|Secuestraron al empresario por rescate.|他们为赎金绑架了企业家。
intimidar|恐吓|v|动词|Intentaron intimidar a los testigos.|他们试图恐吓证人。
amedrentar|威吓|v|动词|El ruido amedrentó a las aves.|巨响吓飞了群鸟。
desarmar|缴械；使心软|v|动词|Su sonrisa la desarmó por completo.|她的微笑让他彻底没了脾气。
apaciguar|平息|v|动词|El mediador apaciguó los ánimos.|调解人平息了众怒。
exacerbar|使激化|v|动词|La crisis exacerbó las desigualdades.|危机加剧了不平等。
mediar|调解；居中|v|动词|Medió entre las dos partes hasta el acuerdo.|他在双方之间斡旋直到达成协议。
arbitrar|仲裁|v|动词|La FIFA arbitra el conflicto entre clubes.|国际足联仲裁俱乐部纠纷。
posponer|推迟|v|动词|Pospusieron la gala por el temporal.|因风暴他们推迟了晚会。
retardar|延迟；阻碍|v|动词|La burocracia retarda cualquier trámite.|官僚流程拖慢一切手续。
anticipar|预见；提前|v|动词|Anticipó la crisis en su informe.|他在报告中预见了危机。
preceder|先于|v|动词|Un silencio extraño precedió a la explosión.|爆炸前是一阵诡异的寂静。
perdurar|长存|v|动词|Su legado perdura en la ciudad.|他的遗产在这座城长存。
decaer|衰退；消沉|v|动词|El comercio local decayó con el centro comercial.|大商场一来，本地商业就萧条了。
menguar|减少；消退|v|动词|Su entusiasmo menguó con los años.|他的热情随年岁消退。
florecer|开花；繁荣|v|动词|Los almendros florecen en febrero.|杏树二月开花。
brotar|发芽；涌出|v|动词|Brota agua limpia del manantial.|泉眼涌出清水。
germinar|发芽；萌发|v|动词|La idea germinó durante el viaje.|旅途中点子萌芽了。
madurar|成熟|v|动词|El queso madura en bodega durante meses.|奶酪在地窖熟成数月。
pudrirse|腐烂|v|动词|La fruta se pudrió en el almacén.|水果在仓库里烂掉了。
marchitarse|枯萎|v|动词|Las rosas se marchitaron sin agua.|玫瑰缺水枯萎了。
acicalarse|梳妆打扮|v|动词|Se acicaló antes de la entrevista.|面试前他拾掇了一下自己。
ataviarse|盛装打扮|v|动词|Se atavió de gala para la boda.|她盛装出席婚礼。
desnudar|使裸露；揭示|v|动词|El informe desnuda las miserias del sistema.|报告把系统的疮疤揭了个底朝天。
envilecerse|自甘堕落|v|动词|Nunca se envilecería por dinero.|他绝不会为钱折腰。
enaltecer|颂扬；抬高|v|动词|El himno enaltece la valentía del pueblo.|颂歌赞颂人民的勇气。
denostar|抨击（书面）|v|动词|Los críticos denostaron su última novela.|评论家狂批他的新小说。
ensalzar|吹捧|v|动词|Ensalzó las virtudes del producto en la tele.|他在电视上把产品吹上天。
esquivar|躲开|v|动词|Esquivó el golpe con un paso atrás.|他后撤一步躲开那一击。
obviar|忽略不计|v|动词|Obviemos los detalles y vamos a lo importante.|细节不纠结，直奔要害。
empeñar|典当；保证|v|动词|Empeñó el reloj para pagar el alquiler.|他典当手表付房租。
pignorar|质押（书面）|v|动词|Pignoraron las acciones como garantía.|他们质押股份作担保。
truecar|以物易物（古）|v|动词|Los pueblos truecaban sal por grano.|先民以盐换粮。
permutar|对调；互换|v|动词|Permutó su plaza de maestra por otra en león.|她把教职对调到莱昂。
purificar|净化|v|动词|La planta purifica el agua del río.|净水厂净化河水。
depurar|净化；清洗（队伍）|v|动词|Depuran el agua con carbón activo.|他们用活性炭净水。
filtrar|过滤；泄露|v|动词|Filtraron el documento a la prensa.|文件被泄露给了媒体。
colar|过滤；放行|v|动词|Cuela el café con papel filtrante.|用滤纸滤咖啡。
derramar|洒；倾倒|v|动词|Derramó el vino sobre el mantel.|他把酒洒在桌布上。
verter|倒入；倾注|v|动词|Vierte el aceite poco a poco.|把油一点点倒进去。
salpicar|溅；点缀|v|动词|El sofrito salpicó la cocina entera.|煸锅溅得满厨房都是。
untar|涂抹|v|动词|Unta el pan con tomate y aceite.|在面包上抹番茄和油。
rociar|喷洒|v|动词|Roció la ensalada con vinagre de módena.|他给沙拉淋了点香醋。
asperjar|喷洒（书面）|v|动词|Asperjaron el campo con agua bendita.|他们在田里洒圣水。
empapar|浸湿|v|动词|La lluvia empapó el cartucho del pan.|雨把纸袋面包浸透了。
escurrir|沥干；拧干|v|动词|Escurre la pasta antes de la salsa.|拌酱前把面沥干。
rememorar|追忆|v|动词|Rememoraban los veranos de la infancia.|他们追忆童年夏天。
evocar|唤起|v|动词|El olor evoca recuerdos de la abuela.|那味道唤起外婆的回忆。
conmemorar|纪念|v|动词|Conmemoran el bicentenario con exposiciones.|他们以展览纪念二百周年。
profanar|亵渎|v|动词|Profanaron el templo durante la guerra.|战争期间神庙遭亵渎。
exiliar|流放|v|动词|Exiliaron a miles de intelectuales.|数以千计的文人遭流放。
deportar|驱逐出境|v|动词|Deportaron a los migrantes irregulares.|他们遣返了非法滞留移民.
expatriarse|移居国外|v|动词|Se expatriaron por motivos laborales.|他们因工作移居国外。
repatriar|遣返回国|v|动词|Repatriaron los restos del escritor.|作家的灵柩被迎回祖国。
naturalizarse|入籍|v|动词|Se naturalizó español tras diez años.|十年后他入了西班牙籍.
empadronarse|登记户籍|v|动词|Empadrónate en el ayuntamiento al llegar.|一到就去市政厅做住址登记。
notificar|通知（正式）|v|动词|Le notificaron la resolución por correo oficial.|决议以公函通知了他。
certificar|证明；公证|v|动词|Certifica el documento ante notario.|去公证人处给文件公证。
legalizar|合法化；认证|v|动词|Legalizaron el documento en el consulado.|文件在领事馆做了认证。
sellar|盖章；密封|v|动词|Sella el sobre con lacre si quieres.|愿意的话用火漆封信口。
rubricar|签署；画押|v|动词|El acta fue rubricada por todas las partes.|记录由各方签字确认。
anular|作废；取消|v|动词|Anularon el contrato por mutuo acuerdo.|双方同意解除合同。
revocar|撤销|v|动词|Revocaron la licencia del establecimiento.|他们吊销了该场所执照.
invalidar|使无效|v|动词|Ese error invalida toda la medida.|那个错误让整项措施失效。
ratificar|批准；确认|v|动词|El senado ratificó el tratado.|参议院批准了条约。
refrendar|核准（书面）|v|动词|El rey refrendó las leyes aprobadas.|国王签署核准了法案。
desafiar|挑战；藐视|v|动词|Desafió al campeón en su propia pista.|他在卫冕者主场发起挑战。
retar|叫板；挑衅|v|动词|Lo retó a un duelo de cocineros.|他叫板来一场厨艺对决。
vejar|羞辱；凌辱|v|动词|Vejó al aprendiz delante de todos.|他当众羞辱学徒。
deshonrar|使蒙羞|v|动词|Su acto deshonró el uniforme.|他的行为让那身制服蒙羞。
vengarse de|报复|v|动词|Se vengó publicando los mensajes.|他公开聊天记录以泄愤。
