# B2-12 习语/高级表达/句型
no pegar ojo|一夜没合眼|phr|习语|Anoche no pegué ojo por los nervios.|昨晚紧张得我一宿没合眼。
dormir a pierna suelta|睡得香甜|phr|习语|Después del viaje dormí a pierna suelta.|旅行回来我睡得特别沉。
en un abrir y cerrar de ojos|一眨眼工夫|phr|习语|El fin de semana pasó en un abrir y cerrar de ojos.|周末一眨眼就过完了。
a la velocidad del rayo|闪电般地|phr|习语|Terminó la tarea a la velocidad del rayo.|他飞快地做完了作业。
echar el freno|踩刹车；收敛|phr|习语|Hubo que echar el freno a los gastos.|不得不给开支踩刹车。
pisar el acelerador|踩油门；加速|phr|习语|El equipo pisó el acelerador tras el descanso.|中场休息后球队开始发力。
estar en las nubes|心不在焉|phr|习语|Perdona, estaba en las nubes.|抱歉，我刚走神了。
bajar de las nubes|回到现实|phr|习语|La factura nos bajó de las nubes.|账单把我们拉回了现实。
hacer castillos en el aire|空中楼阁|phr|习语|Deja de hacer castillos en el aire.|别再画空中楼阁了。
prometer el oro y el moro|许下天大承诺|phr|习语|Prometieron el oro y el moro antes de las elecciones.|选前他们天花乱坠地承诺。
salvarse por los pelos|险胜/勉强过关|phr|习语|Se salvó por los pelos en la última curva.|最后一弯他险险过关。
por los pelos|勉强地|phr|习语|Llegamos por los pelos al tren.|我们堪堪赶上了火车。
de milagro|简直是奇迹|phr|习语|De milagro no chocaron los dos coches.|两辆车没撞上简直是奇迹.
no dar crédito a los ojos|不敢相信眼睛|phr|习语|No daba crédito a mis ojos al verla allí.|看到她在那儿我简直不敢相信。
costar un ojo de la cara|贵得离谱|phr|习语|Este teléfono cuesta un ojo de la cara.|这手机贵得肉疼。
valer un potosí|价值连城|phr|习语|Ese cuadro vale un potosí.|那幅画价值连城。
no tener precio|无价|phr|习语|Un paseo por la playa al amanecer no tiene precio.|清晨海边散步是无价的。
tirar el dinero|乱花钱|phr|习语|Tira el dinero en cosas inútiles.|他乱花钱买没用的东西。
echar balones fuera|回避重点|phr|习语|El ministro echó balones fuera en la entrevista.|部长在采访中避而不答。
irse por las ramas|绕圈子|phr|习语|Explicate sin irte por las ramas.|讲重点，别绕来绕去。
irse por la tangente|岔开话题|phr|习语|Cada vez que pregunto, se va por la tangente.|每次我问，他就岔开话题。
ir al grano|直奔主题|phr|习语|Vayamos al grano: ¿cuánto cuesta?|直说吧：多少钱？
sin rodeos|开门见山地|phr|习语|Te lo digo sin rodeos: no me gustó.|我直说吧：我不喜欢。
