abordar|着手处理|v|抽象|Vamos a abordar el problema desde otro ángulo.|我们从另一个角度着手处理问题。|abordar un problema
comprometerse a|承诺|phrv|社会|Se compromete a ayudar cada semana.|他承诺每周帮忙。|comprometerse a
apostar por|押注于|phrv|思维|Apuesto por el equipo joven.|我押注这支年轻的队伍。|apostar por
aspirar a|渴望成为|phrv|思维|Aspira a dirigir la empresa algún día.|他渴望有朝一日执掌公司。|aspirar a
atribuir|归因于|v|思维|Atribuyen el éxito al trabajo en equipo.|他们把成功归因于团队合作。|atribuir a
condenar|谴责；判刑|v|法律|El tribunal condena al acusado a dos años.|法院判被告两年。|condenar a
contemplar|考虑；注视|v|思维|El plan contempla varias opciones.|计划考虑了几种选项。
enriquecer|使丰富|v|抽象|Viajar enriquece la mente.|旅行丰富心灵。|enriquecerse con
implicarse|投入参与|v|工作|Se implica a fondo en el proyecto.|他全身心投入项目。|implicarse en
instar|敦促|v|社会|El médico la insta a descansar.|医生敦促她休息。|instar a
intuir|直觉感知|v|思维|Intuyo que algo va mal.|我直觉感到不对劲。
mitigar|缓解|v|抽象|La medicación mitiga el dolor.|药物缓解疼痛。
paliar|缓解|v|抽象|Intentan paliar el hambre con ayudas.|他们试图以援助缓解饥饿。
paralizar|使瘫痪|v|抽象|La huelga paraliza la ciudad.|罢工使城市瘫痪。
proclamar|宣告|v|政治|Proclaman la república en 1931.|1931年他们宣告成立共和国。
propiciar|促成|v|抽象|La paz propicia el comercio.|和平促进贸易。
reivindicar|要求；主张|v|政治|Reivindican mejores condiciones laborales.|他们要求更好的劳动条件。
restringir|限制|v|抽象|Restringen el acceso a la sala.|他们限制进入该厅。
subestimar|低估|v|思维|No subestimes el poder de la costumbre.|别低估习惯的力量。
subrayar|强调；划线|v|思维|Subrayo la importancia del descanso.|我强调休息的重要性。
velar por|守护|phrv|抽象|La ley vela por los derechos de los menores.|法律保护未成年人权利。|velar por
amenazar|威胁|v|社会|El cambio climático amenaza la costa.|气候变化威胁海岸。|amenazar con
aplazar|推迟|v|时间|Aplazan la reunión hasta el lunes.|他们把会议推迟到周一。|aplazar la decisión
arriesgarse a|冒险|phrv|思维|Se arriesga a perderlo todo.|他冒着失去一切的风险。|arriesgarse a
atenuar|减轻|v|抽象|Pide disculpas para atenuar el daño.|他道歉以减轻伤害。
combate → combatir|与…作斗争|v|抽象|El gobierno combate la corrupción.|政府打击腐败。|combatir contra
conciliar|调和|v|抽象|Es difícil conciliar familia y trabajo.|很难调和家庭与工作。|conciliar el sueño
condicionar|制约|v|抽象|El presupuesto condiciona el proyecto.|预算制约着项目。|condicionar a
cultivar|培养|v|抽象|Cultiva la paciencia con la meditación.|他通过冥想培养耐心。
debilitar|削弱|v|抽象|La falta de sueño debilita la memoria.|睡眠不足削弱记忆力。
destinar|拨给|v|经济|Destinan fondos a la investigación.|他们把资金拨给研究。|destinar a
dotar|赋予；配备|v|抽象|Dotan al centro de nuevas aulas.|他们给中心配备新教室。|dotar de
eludir|逃避|v|思维|Elude responder preguntas difíciles.|他逃避回答棘手问题。
empatizar|共情|v|情感|Empatizo con tu situación.|我对你处境感同身受。
encabezar|带领；居首|v|社会|Encabeza la lista de los más vendidos.|它位居畅销榜之首。
erradicar|根除|v|抽象|Quieren erradicar la pobreza.|他们想根除贫困。
exponer|阐述；暴露|v|抽象|Expone su teoría ante el comité.|他向委员会阐述理论。|exponer a
frustrar|使受挫|v|情感|La lluvia frustra la excursión.|下雨让远足泡汤。
implantar|推行|v|经济|Implantan un nuevo sistema de trabajo.|他们推行新工作制度。
invadir|入侵；涌进|v|抽象|Los recuerdos invaden su mente.|回忆涌上心头。
malgastar|浪费|v|经济|Malgasta el tiempo en redes sociales.|他把时间浪费在社交媒体上。
mermar|削减|v|经济|La inflación merma el poder adquisitivo.|通胀削弱购买力。
movilizar|动员|v|政治|Movilizan a los voluntarios en horas.|他们几小时内动员了志愿者。
oscilar|波动|v|抽象|Los precios oscilan según la temporada.|价格随季节波动。
patrocinar|赞助|v|经济|Una marca patrocina el evento.|一个品牌赞助活动。
posibilitar|使成为可能|v|抽象|La beca posibilita los estudios.|奖学金使学业成为可能。
profesar|怀有；信奉|v|情感|Profesa un cariño enorme a sus alumnos.|他对学生怀有深厚感情。
recaer en|落到…身上|phrv|抽象|La responsabilidad recae en el director.|责任落在主任身上。|recaer en
remontarse a|追溯至|phrv|时间|La tradición se remonta al siglo XV.|这一传统可追溯至十五世纪。|remontarse a
saciar|使饱足|v|日常|El agua sacia la sed mejor que nada.|水解渴最好。|saciar la sed
sembrar|播种|v|抽象|Siembra dudas entre los inversores.|他在投资者中播下疑虑。|sembrar dudas
solventar|解决|v|抽象|Solventan el conflicto con un acuerdo.|他们以协议解决冲突。
testificar|作证|v|法律|Testifica contra su antiguo jefe.|他作证指控前老板。
unificar|统一|v|抽象|Quieren unificar los criterios.|他们想统一标准。
validar|验证|v|抽象|El estudio valida la hipótesis.|研究验证了假设。
venerar|崇敬|v|社会|Veneran a sus antepasados.|他们崇敬祖先。
aferrarse a|固执于|phrv|情感|Se aferra a la idea de que volverá.|他固执地认为她会回来。|aferrarse a
albergar|怀抱（希望等）|v|情感|Albergo la esperanza de verlo pronto.|我怀抱着早日见到他的希望。|albergar esperanzas
